,id,ल्युट्,ण्वुल्,तृच्,यत्,तव्य,अनीयर्,क्त,क्तवतु,शतृ,स्य-शतृ,शानच्,स्य-शानच्,भावकर्म-शानच्,स्य-भावकर्म-शानच्,क्त्वा,ल्यप्,तुमुन्,णमुल्,क्तिन्,अच्,क्वसु,चानश्,वुन्,श,आलुच्
929,01.0930,(यमन)---यमनम्,(यमक)-यमकः-यमिका-यमकम्,(यमयितृ)-यमयिता-यमयित्री-यमयितृ,(यम्य)-यम्यः-यम्या-यम्यम्,(यमयितव्य)-यमयितव्यः-यमयितव्या-यमयितव्यम्,(यमनीय)-यमनीयः-यमनीया-यमनीयम्,(यमित)-यमितः-यमिता-यमितम्,(यमितवत्)-यमितवान्-यमितवती-यमितवत्/यमितवद्,(यमयत्)-यमयन्-यमयन्ती-यमयत्/यमयद्,(यमयिष्यत्)-यमयिष्यन्-यमयिष्यती/यमयिष्यन्ती-यमयिष्यत्/यमयिष्यद्,(यमयमान)-यमयमानः-यमयमाना-यमयमानम्,(यमयिष्यमाण)-यमयिष्यमाणः-यमयिष्यमाणा-यमयिष्यमाणम्,(यम्यमान)-यम्यमानः-यम्यमाना-यम्यमानम्,[(यमिष्यमाण-यमयिष्यमाण)- (यमिष्यमाणः-यमयिष्यमाणः)- (यमिष्यमाणा-यमयिष्यमाणा)- (यमिष्यमाणम्-यमयिष्यमाणम्)],(यमयित्वा)---,(प्रयमय्य)---,(यमयितुम्)---,[(यमिष्यमाण-यमयिष्यमाण-यामम्-यमम्)- (यमिष्यमाणः-यमयिष्यमाणः--)- (यमिष्यमाणा-यमयिष्यमाणा--)- (यमिष्यमाणम्-यमयिष्यमाणम्--)],(यन्ति)--यन्तिः-,(यम)-यमः-यमा-यमम्,[(यमिष्यमाण-यमयिष्यमाण-यामम्-यमम्-यमयाम्बभूवस्-यमयामासिवस्-यमयाञ्चकृवस्)- (यमिष्यमाणः-यमयिष्यमाणः---यमयाम्बभूवान्-यमयामासिवान्-यमयाञ्चकृवान्)- (यमिष्यमाणा-यमयिष्यमाणा---यमयाम्बभूषी-यमयामास्युषी-यमयाञ्चक्रुषी)- (यमिष्यमाणम्-यमयिष्यमाणम्---यमयाम्बभूवत्/यमयाम्बभूवद्-यमयामासिवत्/यमयामासिवद्-यमयाञ्चकृवत्/यमयाञ्चकृवद्)],(यमयमान)-यमयमानः-यमयमाना-यमयमानम्,(यमक)-यमकः-यमिका-यमकम्,,
930,01.0931,(स्खदन)---स्खदनम्,(स्खदक)-स्खदकः-स्खदिका-स्खदकम्,(स्खदयितृ)-स्खदयिता-स्खदयित्री-स्खदयितृ,(स्खद्य)-स्खद्यः-स्खद्या-स्खद्यम्,(स्खदयितव्य)-स्खदयितव्यः-स्खदयितव्या-स्खदयितव्यम्,(स्खदनीय)-स्खदनीयः-स्खदनीया-स्खदनीयम्,(स्खदित)-स्खदितः-स्खदिता-स्खदितम्,(स्खदितवत्)-स्खदितवान्-स्खदितवती-स्खदितवत्/स्खदितवद्,(स्खदयत्)-स्खदयन्-स्खदयन्ती-स्खदयत्/स्खदयद्,(स्खदयिष्यत्)-स्खदयिष्यन्-स्खदयिष्यती/स्खदयिष्यन्ती-स्खदयिष्यत्/स्खदयिष्यद्,(स्खदयमान)-स्खदयमानः-स्खदयमाना-स्खदयमानम्,(स्खदयिष्यमाण)-स्खदयिष्यमाणः-स्खदयिष्यमाणा-स्खदयिष्यमाणम्,(स्खद्यमान)-स्खद्यमानः-स्खद्यमाना-स्खद्यमानम्,[(स्खदिष्यमाण-स्खदयिष्यमाण)- (स्खदिष्यमाणः-स्खदयिष्यमाणः)- (स्खदिष्यमाणा-स्खदयिष्यमाणा)- (स्खदिष्यमाणम्-स्खदयिष्यमाणम्)],(स्खदयित्वा)---,(प्रस्खदय्य)---,(स्खदयितुम्)---,[(स्खदिष्यमाण-स्खदयिष्यमाण-स्खादम्-स्खदम्)- (स्खदिष्यमाणः-स्खदयिष्यमाणः--)- (स्खदिष्यमाणा-स्खदयिष्यमाणा--)- (स्खदिष्यमाणम्-स्खदयिष्यमाणम्--)],(स्खत्ति)--स्खत्तिः-,(स्खद)-स्खदः-स्खदा-स्खदम्,[(स्खदिष्यमाण-स्खदयिष्यमाण-स्खादम्-स्खदम्-स्खदयाम्बभूवस्-स्खदयामासिवस्-स्खदयाञ्चकृवस्)- (स्खदिष्यमाणः-स्खदयिष्यमाणः---स्खदयाम्बभूवान्-स्खदयामासिवान्-स्खदयाञ्चकृवान्)- (स्खदिष्यमाणा-स्खदयिष्यमाणा---स्खदयाम्बभूषी-स्खदयामास्युषी-स्खदयाञ्चक्रुषी)- (स्खदिष्यमाणम्-स्खदयिष्यमाणम्---स्खदयाम्बभूवत्/स्खदयाम्बभूवद्-स्खदयामासिवत्/स्खदयामासिवद्-स्खदयाञ्चकृवत्/स्खदयाञ्चकृवद्)],(स्खदयमान)-स्खदयमानः-स्खदयमाना-स्खदयमानम्,(स्खदक)-स्खदकः-स्खदिका-स्खदकम्,,
931,01.0932,(स्वनन)---स्वननम्,(स्वनक)-स्वनकः-स्वनिका-स्वनकम्,(स्वनयितृ)-स्वनयिता-स्वनयित्री-स्वनयितृ,(स्वन्य)-स्वन्यः-स्वन्या-स्वन्यम्,(स्वनयितव्य)-स्वनयितव्यः-स्वनयितव्या-स्वनयितव्यम्,(स्वननीय)-स्वननीयः-स्वननीया-स्वननीयम्,(स्वनित)-स्वनितः-स्वनिता-स्वनितम्,(स्वनितवत्)-स्वनितवान्-स्वनितवती-स्वनितवत्/स्वनितवद्,(स्वनयत्)-स्वनयन्-स्वनयन्ती-स्वनयत्/स्वनयद्,(स्वनयिष्यत्)-स्वनयिष्यन्-स्वनयिष्यती/स्वनयिष्यन्ती-स्वनयिष्यत्/स्वनयिष्यद्,(स्वनयमान)-स्वनयमानः-स्वनयमाना-स्वनयमानम्,(स्वनयिष्यमाण)-स्वनयिष्यमाणः-स्वनयिष्यमाणा-स्वनयिष्यमाणम्,(स्वन्यमान)-स्वन्यमानः-स्वन्यमाना-स्वन्यमानम्,[(स्वनिष्यमाण-स्वनयिष्यमाण)- (स्वनिष्यमाणः-स्वनयिष्यमाणः)- (स्वनिष्यमाणा-स्वनयिष्यमाणा)- (स्वनिष्यमाणम्-स्वनयिष्यमाणम्)],(स्वनयित्वा)---,(प्रस्वनय्य)---,(स्वनयितुम्)---,[(स्वनिष्यमाण-स्वनयिष्यमाण-स्वानम्-स्वनम्)- (स्वनिष्यमाणः-स्वनयिष्यमाणः--)- (स्वनिष्यमाणा-स्वनयिष्यमाणा--)- (स्वनिष्यमाणम्-स्वनयिष्यमाणम्--)],(स्वन्ति)--स्वन्तिः-,(स्वन)-स्वनः-स्वना-स्वनम्,[(स्वनिष्यमाण-स्वनयिष्यमाण-स्वानम्-स्वनम्-स्वनयाम्बभूवस्-स्वनयामासिवस्-स्वनयाञ्चकृवस्)- (स्वनिष्यमाणः-स्वनयिष्यमाणः---स्वनयाम्बभूवान्-स्वनयामासिवान्-स्वनयाञ्चकृवान्)- (स्वनिष्यमाणा-स्वनयिष्यमाणा---स्वनयाम्बभूषी-स्वनयामास्युषी-स्वनयाञ्चक्रुषी)- (स्वनिष्यमाणम्-स्वनयिष्यमाणम्---स्वनयाम्बभूवत्/स्वनयाम्बभूवद्-स्वनयामासिवत्/स्वनयामासिवद्-स्वनयाञ्चकृवत्/स्वनयाञ्चकृवद्)],(स्वनयमान)-स्वनयमानः-स्वनयमाना-स्वनयमानम्,(स्वनक)-स्वनकः-स्वनिका-स्वनकम्,,
932,01.0942,(तर्हण)---तर्हणम्,(तर्हक)-तर्हकः-तर्हिका-तर्हकम्,(तर्हयितृ)-तर्हयिता-तर्हयित्री-तर्हयितृ,(तर्ह्य)-तर्ह्यः-तर्ह्या-तर्ह्यम्,(तर्हयितव्य)-तर्हयितव्यः-तर्हयितव्या-तर्हयितव्यम्,(तर्हणीय)-तर्हणीयः-तर्हणीया-तर्हणीयम्,(तर्हित)-तर्हितः-तर्हिता-तर्हितम्,(तर्हितवत्)-तर्हितवान्-तर्हितवती-तर्हितवत्/तर्हितवद्,(तर्हयत्)-तर्हयन्-तर्हयन्ती-तर्हयत्/तर्हयद्,(तर्हयिष्यत्)-तर्हयिष्यन्-तर्हयिष्यती/तर्हयिष्यन्ती-तर्हयिष्यत्/तर्हयिष्यद्,(तर्हयमाण)-तर्हयमाणः-तर्हयमाणा-तर्हयमाणम्,(तर्हयिष्यमाण)-तर्हयिष्यमाणः-तर्हयिष्यमाणा-तर्हयिष्यमाणम्,(तर्ह्यमाण)-तर्ह्यमाणः-तर्ह्यमाणा-तर्ह्यमाणम्,[(तर्हिष्यमाण-तर्हयिष्यमाण)- (तर्हिष्यमाणः-तर्हयिष्यमाणः)- (तर्हिष्यमाणा-तर्हयिष्यमाणा)- (तर्हिष्यमाणम्-तर्हयिष्यमाणम्)],(तर्हयित्वा)---,(प्रतर्ह्य)---,(तर्हयितुम्)---,(तर्हम्)---,(तर्ढि)--तर्ढिः-,(तर्ह)-तर्हः-तर्हा-तर्हम्,[(तर्हिष्यमाण-तर्हयिष्यमाण-तर्हयाम्बभूवस्-तर्हयामासिवस्-तर्हयाञ्चकृवस्)- (तर्हिष्यमाणः-तर्हयिष्यमाणः-तर्हयाम्बभूवान्-तर्हयामासिवान्-तर्हयाञ्चकृवान्)- (तर्हिष्यमाणा-तर्हयिष्यमाणा-तर्हयाम्बभूषी-तर्हयामास्युषी-तर्हयाञ्चक्रुषी)- (तर्हिष्यमाणम्-तर्हयिष्यमाणम्-तर्हयाम्बभूवत्/तर्हयाम्बभूवद्-तर्हयामासिवत्/तर्हयामासिवद्-तर्हयाञ्चकृवत्/तर्हयाञ्चकृवद्)],(तर्हयमाण)-तर्हयमाणः-तर्हयमाणा-तर्हयमाणम्,(तर्हक)-तर्हकः-तर्हिका-तर्हकम्,,
933,01.0943,(तृंहण)---तृंहणम्,(तृंहक)-तृंहकः-तृंहिका-तृंहकम्,(तृंहयितृ)-तृंहयिता-तृंहयित्री-तृंहयितृ,(तृंह्य)-तृंह्यः-तृंह्या-तृंह्यम्,(तृंहयितव्य)-तृंहयितव्यः-तृंहयितव्या-तृंहयितव्यम्,(तृंहणीय)-तृंहणीयः-तृंहणीया-तृंहणीयम्,(तृंहित)-तृंहितः-तृंहिता-तृंहितम्,(तृंहितवत्)-तृंहितवान्-तृंहितवती-तृंहितवत्/तृंहितवद्,(तृंहयत्)-तृंहयन्-तृंहयन्ती-तृंहयत्/तृंहयद्,(तृंहयिष्यत्)-तृंहयिष्यन्-तृंहयिष्यती/तृंहयिष्यन्ती-तृंहयिष्यत्/तृंहयिष्यद्,(तृंहयमाण)-तृंहयमाणः-तृंहयमाणा-तृंहयमाणम्,(तृंहयिष्यमाण)-तृंहयिष्यमाणः-तृंहयिष्यमाणा-तृंहयिष्यमाणम्,(तृंह्यमाण)-तृंह्यमाणः-तृंह्यमाणा-तृंह्यमाणम्,[(तृंहिष्यमाण-तृंहयिष्यमाण)- (तृंहिष्यमाणः-तृंहयिष्यमाणः)- (तृंहिष्यमाणा-तृंहयिष्यमाणा)- (तृंहिष्यमाणम्-तृंहयिष्यमाणम्)],(तृंहयित्वा)---,(प्रतृंह्य)---,(तृंहयितुम्)---,(तृंहम्)---,(तृण्ढि)--तृण्ढिः-,(तृंह)-तृंहः-तृंहा-तृंहम्,[(तृंहिष्यमाण-तृंहयिष्यमाण-तृंहयाम्बभूवस्-तृंहयामासिवस्-तृंहयाञ्चकृवस्)- (तृंहिष्यमाणः-तृंहयिष्यमाणः-तृंहयाम्बभूवान्-तृंहयामासिवान्-तृंहयाञ्चकृवान्)- (तृंहिष्यमाणा-तृंहयिष्यमाणा-तृंहयाम्बभूषी-तृंहयामास्युषी-तृंहयाञ्चक्रुषी)- (तृंहिष्यमाणम्-तृंहयिष्यमाणम्-तृंहयाम्बभूवत्/तृंहयाम्बभूवद्-तृंहयामासिवत्/तृंहयामासिवद्-तृंहयाञ्चकृवत्/तृंहयाञ्चकृवद्)],(तृंहयमाण)-तृंहयमाणः-तृंहयमाणा-तृंहयमाणम्,(तृंहक)-तृंहकः-तृंहिका-तृंहकम्,,
934,01.0945,(रुङ्गण)---रुङ्गणम्,(रुङ्गक)-रुङ्गकः-रुङ्गिका-रुङ्गकम्,(रुङ्गयितृ)-रुङ्गयिता-रुङ्गयित्री-रुङ्गयितृ,(रुङ्ग्य)-रुङ्ग्यः-रुङ्ग्या-रुङ्ग्यम्,(रुङ्गयितव्य)-रुङ्गयितव्यः-रुङ्गयितव्या-रुङ्गयितव्यम्,(रुङ्गणीय)-रुङ्गणीयः-रुङ्गणीया-रुङ्गणीयम्,(रुङ्गित)-रुङ्गितः-रुङ्गिता-रुङ्गितम्,(रुङ्गितवत्)-रुङ्गितवान्-रुङ्गितवती-रुङ्गितवत्/रुङ्गितवद्,(रुङ्गयत्)-रुङ्गयन्-रुङ्गयन्ती-रुङ्गयत्/रुङ्गयद्,(रुङ्गयिष्यत्)-रुङ्गयिष्यन्-रुङ्गयिष्यती/रुङ्गयिष्यन्ती-रुङ्गयिष्यत्/रुङ्गयिष्यद्,(रुङ्गयमाण)-रुङ्गयमाणः-रुङ्गयमाणा-रुङ्गयमाणम्,(रुङ्गयिष्यमाण)-रुङ्गयिष्यमाणः-रुङ्गयिष्यमाणा-रुङ्गयिष्यमाणम्,(रुङ्ग्यमाण)-रुङ्ग्यमाणः-रुङ्ग्यमाणा-रुङ्ग्यमाणम्,[(रुङ्गिष्यमाण-रुङ्गयिष्यमाण)- (रुङ्गिष्यमाणः-रुङ्गयिष्यमाणः)- (रुङ्गिष्यमाणा-रुङ्गयिष्यमाणा)- (रुङ्गिष्यमाणम्-रुङ्गयिष्यमाणम्)],(रुङ्गयित्वा)---,(प्ररुङ्ग्य)---,(रुङ्गयितुम्)---,(रुङ्गम्)---,(रुङ्क्ति)--रुङ्क्तिः-,(रुङ्ग)-रुङ्गः-रुङ्गा-रुङ्गम्,[(रुङ्गिष्यमाण-रुङ्गयिष्यमाण-रुङ्गयाम्बभूवस्-रुङ्गयामासिवस्-रुङ्गयाञ्चकृवस्)- (रुङ्गिष्यमाणः-रुङ्गयिष्यमाणः-रुङ्गयाम्बभूवान्-रुङ्गयामासिवान्-रुङ्गयाञ्चकृवान्)- (रुङ्गिष्यमाणा-रुङ्गयिष्यमाणा-रुङ्गयाम्बभूषी-रुङ्गयामास्युषी-रुङ्गयाञ्चक्रुषी)- (रुङ्गिष्यमाणम्-रुङ्गयिष्यमाणम्-रुङ्गयाम्बभूवत्/रुङ्गयाम्बभूवद्-रुङ्गयामासिवत्/रुङ्गयामासिवद्-रुङ्गयाञ्चकृवत्/रुङ्गयाञ्चकृवद्)],(रुङ्गयमाण)-रुङ्गयमाणः-रुङ्गयमाणा-रुङ्गयमाणम्,(रुङ्गक)-रुङ्गकः-रुङ्गिका-रुङ्गकम्,,
935,01.0946,(खुण्डन)---खुण्डनम्,(खुण्डक)-खुण्डकः-खुण्डिका-खुण्डकम्,(खुण्डयितृ)-खुण्डयिता-खुण्डयित्री-खुण्डयितृ,(खुण्ड्य)-खुण्ड्यः-खुण्ड्या-खुण्ड्यम्,(खुण्डयितव्य)-खुण्डयितव्यः-खुण्डयितव्या-खुण्डयितव्यम्,(खुण्डनीय)-खुण्डनीयः-खुण्डनीया-खुण्डनीयम्,(खुण्डित)-खुण्डितः-खुण्डिता-खुण्डितम्,(खुण्डितवत्)-खुण्डितवान्-खुण्डितवती-खुण्डितवत्/खुण्डितवद्,(खुण्डयत्)-खुण्डयन्-खुण्डयन्ती-खुण्डयत्/खुण्डयद्,(खुण्डयिष्यत्)-खुण्डयिष्यन्-खुण्डयिष्यती/खुण्डयिष्यन्ती-खुण्डयिष्यत्/खुण्डयिष्यद्,(खुण्डयमान)-खुण्डयमानः-खुण्डयमाना-खुण्डयमानम्,(खुण्डयिष्यमाण)-खुण्डयिष्यमाणः-खुण्डयिष्यमाणा-खुण्डयिष्यमाणम्,(खुण्ड्यमान)-खुण्ड्यमानः-खुण्ड्यमाना-खुण्ड्यमानम्,[(खुण्डिष्यमाण-खुण्डयिष्यमाण)- (खुण्डिष्यमाणः-खुण्डयिष्यमाणः)- (खुण्डिष्यमाणा-खुण्डयिष्यमाणा)- (खुण्डिष्यमाणम्-खुण्डयिष्यमाणम्)],(खुण्डयित्वा)---,(प्रखुण्ड्य)---,(खुण्डयितुम्)---,(खुण्डम्)---,[(खुण्डिष्यमाण-खुण्डयिष्यमाण-खुण्टि-खुण्ट्टि)- (खुण्डिष्यमाणः-खुण्डयिष्यमाणः--)- (खुण्डिष्यमाणा-खुण्डयिष्यमाणा-खुण्टिः-खुण्ट्टिः)- (खुण्डिष्यमाणम्-खुण्डयिष्यमाणम्--)],(खुण्ड)-खुण्डः-खुण्डा-खुण्डम्,[(खुण्डिष्यमाण-खुण्डयिष्यमाण-खुण्टि-खुण्ट्टि-खुण्डयाम्बभूवस्-खुण्डयामासिवस्-खुण्डयाञ्चकृवस्)- (खुण्डिष्यमाणः-खुण्डयिष्यमाणः---खुण्डयाम्बभूवान्-खुण्डयामासिवान्-खुण्डयाञ्चकृवान्)- (खुण्डिष्यमाणा-खुण्डयिष्यमाणा-खुण्टिः-खुण्ट्टिः-खुण्डयाम्बभूषी-खुण्डयामास्युषी-खुण्डयाञ्चक्रुषी)- (खुण्डिष्यमाणम्-खुण्डयिष्यमाणम्---खुण्डयाम्बभूवत्/खुण्डयाम्बभूवद्-खुण्डयामासिवत्/खुण्डयामासिवद्-खुण्डयाञ्चकृवत्/खुण्डयाञ्चकृवद्)],(खुण्डयमान)-खुण्डयमानः-खुण्डयमाना-खुण्डयमानम्,(खुण्डक)-खुण्डकः-खुण्डिका-खुण्डकम्,,
936,01.0947,(म्लेडन)---म्लेडनम्,(म्लेडक)-म्लेडकः-म्लेडिका-म्लेडकम्,(म्लेडयितृ)-म्लेडयिता-म्लेडयित्री-म्लेडयितृ,(म्लेड्य)-म्लेड्यः-म्लेड्या-म्लेड्यम्,(म्लेडयितव्य)-म्लेडयितव्यः-म्लेडयितव्या-म्लेडयितव्यम्,(म्लेडनीय)-म्लेडनीयः-म्लेडनीया-म्लेडनीयम्,(म्लेडित)-म्लेडितः-म्लेडिता-म्लेडितम्,(म्लेडितवत्)-म्लेडितवान्-म्लेडितवती-म्लेडितवत्/म्लेडितवद्,(म्लेडयत्)-म्लेडयन्-म्लेडयन्ती-म्लेडयत्/म्लेडयद्,(म्लेडयिष्यत्)-म्लेडयिष्यन्-म्लेडयिष्यती/म्लेडयिष्यन्ती-म्लेडयिष्यत्/म्लेडयिष्यद्,(म्लेडयमान)-म्लेडयमानः-म्लेडयमाना-म्लेडयमानम्,(म्लेडयिष्यमाण)-म्लेडयिष्यमाणः-म्लेडयिष्यमाणा-म्लेडयिष्यमाणम्,(म्लेड्यमान)-म्लेड्यमानः-म्लेड्यमाना-म्लेड्यमानम्,[(म्लेडिष्यमाण-म्लेडयिष्यमाण)- (म्लेडिष्यमाणः-म्लेडयिष्यमाणः)- (म्लेडिष्यमाणा-म्लेडयिष्यमाणा)- (म्लेडिष्यमाणम्-म्लेडयिष्यमाणम्)],(म्लेडयित्वा)---,(प्रम्लेड्य)---,(म्लेडयितुम्)---,(म्लेडम्)---,(म्लेट्टि)--म्लेट्टिः-,(म्लेड)-म्लेडः-म्लेडा-म्लेडम्,[(म्लेडिष्यमाण-म्लेडयिष्यमाण-म्लेडयाम्बभूवस्-म्लेडयामासिवस्-म्लेडयाञ्चकृवस्)- (म्लेडिष्यमाणः-म्लेडयिष्यमाणः-म्लेडयाम्बभूवान्-म्लेडयामासिवान्-म्लेडयाञ्चकृवान्)- (म्लेडिष्यमाणा-म्लेडयिष्यमाणा-म्लेडयाम्बभूषी-म्लेडयामास्युषी-म्लेडयाञ्चक्रुषी)- (म्लेडिष्यमाणम्-म्लेडयिष्यमाणम्-म्लेडयाम्बभूवत्/म्लेडयाम्बभूवद्-म्लेडयामासिवत्/म्लेडयामासिवद्-म्लेडयाञ्चकृवत्/म्लेडयाञ्चकृवद्)],(म्लेडयमान)-म्लेडयमानः-म्लेडयमाना-म्लेडयमानम्,(म्लेडक)-म्लेडकः-म्लेडिका-म्लेडकम्,,
937,01.0948,(मेटन)---मेटनम्,(मेटक)-मेटकः-मेटिका-मेटकम्,(मेटयितृ)-मेटयिता-मेटयित्री-मेटयितृ,(मेट्य)-मेट्यः-मेट्या-मेट्यम्,(मेटयितव्य)-मेटयितव्यः-मेटयितव्या-मेटयितव्यम्,(मेटनीय)-मेटनीयः-मेटनीया-मेटनीयम्,(मेटित)-मेटितः-मेटिता-मेटितम्,(मेटितवत्)-मेटितवान्-मेटितवती-मेटितवत्/मेटितवद्,(मेटयत्)-मेटयन्-मेटयन्ती-मेटयत्/मेटयद्,(मेटयिष्यत्)-मेटयिष्यन्-मेटयिष्यती/मेटयिष्यन्ती-मेटयिष्यत्/मेटयिष्यद्,(मेटयमान)-मेटयमानः-मेटयमाना-मेटयमानम्,(मेटयिष्यमाण)-मेटयिष्यमाणः-मेटयिष्यमाणा-मेटयिष्यमाणम्,(मेट्यमान)-मेट्यमानः-मेट्यमाना-मेट्यमानम्,[(मेटिष्यमाण-मेटयिष्यमाण)- (मेटिष्यमाणः-मेटयिष्यमाणः)- (मेटिष्यमाणा-मेटयिष्यमाणा)- (मेटिष्यमाणम्-मेटयिष्यमाणम्)],(मेटयित्वा)---,(प्रमेट्य)---,(मेटयितुम्)---,(मेटम्)---,(मेट्टि)--मेट्टिः-,(मेट)-मेटः-मेटा-मेटम्,[(मेटिष्यमाण-मेटयिष्यमाण-मेटयाम्बभूवस्-मेटयामासिवस्-मेटयाञ्चकृवस्)- (मेटिष्यमाणः-मेटयिष्यमाणः-मेटयाम्बभूवान्-मेटयामासिवान्-मेटयाञ्चकृवान्)- (मेटिष्यमाणा-मेटयिष्यमाणा-मेटयाम्बभूषी-मेटयामास्युषी-मेटयाञ्चक्रुषी)- (मेटिष्यमाणम्-मेटयिष्यमाणम्-मेटयाम्बभूवत्/मेटयाम्बभूवद्-मेटयामासिवत्/मेटयामासिवद्-मेटयाञ्चकृवत्/मेटयाञ्चकृवद्)],(मेटयमान)-मेटयमानः-मेटयमाना-मेटयमानम्,(मेटक)-मेटकः-मेटिका-मेटकम्,,
938,01.0949,(बेडन)---बेडनम्,(बेडक)-बेडकः-बेडिका-बेडकम्,(बेडयितृ)-बेडयिता-बेडयित्री-बेडयितृ,(बेड्य)-बेड्यः-बेड्या-बेड्यम्,(बेडयितव्य)-बेडयितव्यः-बेडयितव्या-बेडयितव्यम्,(बेडनीय)-बेडनीयः-बेडनीया-बेडनीयम्,(बेडित)-बेडितः-बेडिता-बेडितम्,(बेडितवत्)-बेडितवान्-बेडितवती-बेडितवत्/बेडितवद्,(बेडयत्)-बेडयन्-बेडयन्ती-बेडयत्/बेडयद्,(बेडयिष्यत्)-बेडयिष्यन्-बेडयिष्यती/बेडयिष्यन्ती-बेडयिष्यत्/बेडयिष्यद्,(बेडयमान)-बेडयमानः-बेडयमाना-बेडयमानम्,(बेडयिष्यमाण)-बेडयिष्यमाणः-बेडयिष्यमाणा-बेडयिष्यमाणम्,(बेड्यमान)-बेड्यमानः-बेड्यमाना-बेड्यमानम्,[(बेडिष्यमाण-बेडयिष्यमाण)- (बेडिष्यमाणः-बेडयिष्यमाणः)- (बेडिष्यमाणा-बेडयिष्यमाणा)- (बेडिष्यमाणम्-बेडयिष्यमाणम्)],(बेडयित्वा)---,(प्रबेड्य)---,(बेडयितुम्)---,(बेडम्)---,(बेट्टि)--बेट्टिः-,(बेड)-बेडः-बेडा-बेडम्,[(बेडिष्यमाण-बेडयिष्यमाण-बेडयाम्बभूवस्-बेडयामासिवस्-बेडयाञ्चकृवस्)- (बेडिष्यमाणः-बेडयिष्यमाणः-बेडयाम्बभूवान्-बेडयामासिवान्-बेडयाञ्चकृवान्)- (बेडिष्यमाणा-बेडयिष्यमाणा-बेडयाम्बभूषी-बेडयामास्युषी-बेडयाञ्चक्रुषी)- (बेडिष्यमाणम्-बेडयिष्यमाणम्-बेडयाम्बभूवत्/बेडयाम्बभूवद्-बेडयामासिवत्/बेडयामासिवद्-बेडयाञ्चकृवत्/बेडयाञ्चकृवद्)],(बेडयमान)-बेडयमानः-बेडयमाना-बेडयमानम्,(बेडक)-बेडकः-बेडिका-बेडकम्,,
939,01.0950,(मक्षण)---मक्षणम्,(मक्षक)-मक्षकः-मक्षिका-मक्षकम्,(मक्षयितृ)-मक्षयिता-मक्षयित्री-मक्षयितृ,(मक्ष्य)-मक्ष्यः-मक्ष्या-मक्ष्यम्,(मक्षयितव्य)-मक्षयितव्यः-मक्षयितव्या-मक्षयितव्यम्,(मक्षणीय)-मक्षणीयः-मक्षणीया-मक्षणीयम्,(मक्षित)-मक्षितः-मक्षिता-मक्षितम्,(मक्षितवत्)-मक्षितवान्-मक्षितवती-मक्षितवत्/मक्षितवद्,(मक्षयत्)-मक्षयन्-मक्षयन्ती-मक्षयत्/मक्षयद्,(मक्षयिष्यत्)-मक्षयिष्यन्-मक्षयिष्यती/मक्षयिष्यन्ती-मक्षयिष्यत्/मक्षयिष्यद्,(मक्षयमाण)-मक्षयमाणः-मक्षयमाणा-मक्षयमाणम्,(मक्षयिष्यमाण)-मक्षयिष्यमाणः-मक्षयिष्यमाणा-मक्षयिष्यमाणम्,(मक्ष्यमाण)-मक्ष्यमाणः-मक्ष्यमाणा-मक्ष्यमाणम्,[(मक्षिष्यमाण-मक्षयिष्यमाण)- (मक्षिष्यमाणः-मक्षयिष्यमाणः)- (मक्षिष्यमाणा-मक्षयिष्यमाणा)- (मक्षिष्यमाणम्-मक्षयिष्यमाणम्)],(मक्षयित्वा)---,(प्रमक्ष्य)---,(मक्षयितुम्)---,(मक्षम्)---,(मष्टि)--मष्टिः-,(मक्ष)-मक्षः-मक्षा-मक्षम्,[(मक्षिष्यमाण-मक्षयिष्यमाण-मक्षयाम्बभूवस्-मक्षयामासिवस्-मक्षयाञ्चकृवस्)- (मक्षिष्यमाणः-मक्षयिष्यमाणः-मक्षयाम्बभूवान्-मक्षयामासिवान्-मक्षयाञ्चकृवान्)- (मक्षिष्यमाणा-मक्षयिष्यमाणा-मक्षयाम्बभूषी-मक्षयामास्युषी-मक्षयाञ्चक्रुषी)- (मक्षिष्यमाणम्-मक्षयिष्यमाणम्-मक्षयाम्बभूवत्/मक्षयाम्बभूवद्-मक्षयामासिवत्/मक्षयामासिवद्-मक्षयाञ्चकृवत्/मक्षयाञ्चकृवद्)],(मक्षयमाण)-मक्षयमाणः-मक्षयमाणा-मक्षयमाणम्,(मक्षक)-मक्षकः-मक्षिका-मक्षकम्,,
